SMILES;cas.index.name;cas.rn;Parameter;Value
O=C1c2c(O)cc(O)cc2O[C@H](c2ccc(O)c(O)c2)[C@H]1O;4H-1-Benzopyran-4-one, 2-(3,4-dihydroxyphenyl)-2,3-dihydro-3,5,7-trihydroxy-, (2R,3R)-;480-18-2;IC50;81.6 µM
OCCc1ccc(O)cc1;Benzeneethanol, 4-hydroxy-;501-94-0;IC50;27.11 µM
O=c1c2c(O)cc(O)cc2oc2oc3cc(O)ccc3c12;11H-Benzofuro[2,3-b][1]benzopyran-11-one, 1,3,8-trihydroxy-;98094-87-2;IC50;> 1 µM
O=c1c2c(O)cc(O)cc2oc2oc3cc(O)ccc3c12;11H-Benzofuro[2,3-b][1]benzopyran-11-one, 1,3,8-trihydroxy-;98094-87-2;IC50;47.53 µM
O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12;4H-1-Benzopyran-4-one, 7-(β-D-glucopyranosyloxy)-5-hydroxy-2-(4-hydroxyphenyl)-;578-74-5;IC50;> 50 µM
O=c1cc(-c2ccc(O)cc2)oc2cc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12;4H-1-Benzopyran-4-one, 7-(β-D-glucopyranosyloxy)-5-hydroxy-2-(4-hydroxyphenyl)-;578-74-5;IC50;25.35 mg/L
COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1;2-Propen-1-one, 1-[2,4-dihydroxy-6-methoxy-3-(3-methyl-2-buten-1-yl)phenyl]-3-(4-hydroxyphenyl)-, (2E)-;6754-58-1;IC50;8.3 µM
COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1;2-Propen-1-one, 1-[2,4-dihydroxy-6-methoxy-3-(3-methyl-2-buten-1-yl)phenyl]-3-(4-hydroxyphenyl)-, (2E)-;6754-58-1;IC50;3 mg/L
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;0.8 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;0.8 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;3.4 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;5 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;6 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;6.2 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;11.02 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;11.02 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;11.02 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;14.7 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;15.95 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;17.5 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;19.1 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;20.38 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;22.91 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;28.8 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;28.8 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;> 500 µM
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;6.5 mg/L
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O;1,6-Heptadiene-3,5-dione, 1,7-bis(4-hydroxy-3-methoxyphenyl)-, (1E,6E)-;458-37-7;IC50;10.97 mg/L
O=Cc1ccc(O)cc1;Benzaldehyde, 4-hydroxy-;123-08-0;IC50;55.13 µM
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C;Stigmast-5-en-3-ol, (3β)-;83-46-5;IC50;> 100 µM
CC[C@H](CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)C;Stigmast-5-en-3-ol, (3β)-;83-46-5;IC50;13.76 mg/L
COc1c2occc2cc2ccc(=O)oc12;7H-Furo[3,2-g][1]benzopyran-7-one, 9-methoxy-;298-81-7;IC50;166 µM
COc1c2occc2cc2ccc(=O)oc12;7H-Furo[3,2-g][1]benzopyran-7-one, 9-methoxy-;298-81-7;IC50;16.6 mg/L
O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC(C2O)C1O)c1cc(O)c(O)c(O)c1;β-D-Glucopyranose, cyclic 3,6-[(1R)-4,4′,5,5′,6,6′-hexahydroxy[1,1′-biphenyl]-2,2′-dicarboxylate] 1-(3,4,5-trihydroxybenzoate);23094-69-1;IC50;25.1 µM
O=C(OC1OC2COC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)OC(C2O)C1O)c1cc(O)c(O)c(O)c1;β-D-Glucopyranose, cyclic 3,6-[(1R)-4,4′,5,5′,6,6′-hexahydroxy[1,1′-biphenyl]-2,2′-dicarboxylate] 1-(3,4,5-trihydroxybenzoate);23094-69-1;IC50;38.5 µM
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O;4H-1-Benzopyran-4-one, 3,5,7-trihydroxy-2-(4-hydroxy-3-methoxyphenyl)-;480-19-3;IC50;25.1 µM
O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O;2-Propen-1-one, 1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)-, (2E)-;487-52-5;IC50;0.9 µM
O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O;2-Propen-1-one, 1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)-, (2E)-;487-52-5;IC50;5.3 µM
O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O;2-Propen-1-one, 1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)-, (2E)-;487-52-5;IC50;8 µM
O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O;2-Propen-1-one, 1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)-, (2E)-;487-52-5;IC50;35.1 µM
O=C(/C=C/c1ccc(O)c(O)c1)c1ccc(O)cc1O;2-Propen-1-one, 1-(2,4-dihydroxyphenyl)-3-(3,4-dihydroxyphenyl)-, (2E)-;487-52-5;IC50;45 µM
COc1cc(C2OCC3C(c4cc(OC)c(O)c(OC)c4)OCC23)cc(OC)c1O;Phenol, 4,4′-(tetrahydro-1H,3H-furo[3,4-c]furan-1,4-diyl)bis[2,6-dimethoxy-;487-35-4;IC50;> 50 µM
COc1cc(C2OCC3C(c4cc(OC)c(O)c(OC)c4)OCC23)cc(OC)c1O;Phenol, 4,4′-(tetrahydro-1H,3H-furo[3,4-c]furan-1,4-diyl)bis[2,6-dimethoxy-;487-35-4;IC50;9.18 mg/L
COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O;4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-;491-71-4;IC50;0.076 µM
COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O;4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-;491-71-4;IC50;0.24 µM
COc1cc(/C=C/c2ccc(O)cc2)cc(OC)c1;Phenol, 4-[(1E)-2-(3,5-dimethoxyphenyl)ethenyl]-;537-42-8;IC50;30 µM
COC(=O)/C=C/c1ccc(O)cc1;2-Propenoic acid, 3-(4-hydroxyphenyl)-, methyl ester, (2E)-;19367-38-5;IC50;> 100 µM
COC(=O)/C=C/c1ccc(O)cc1;2-Propenoic acid, 3-(4-hydroxyphenyl)-, methyl ester, (2E)-;19367-38-5;IC50;16.43 mg/L
O=c1c(-c2ccc(O)cc2O)coc2cc(O[C@@H]3O[C@H](CO[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c12;4H-1-Benzopyran-4-one, 3-(2,4-dihydroxyphenyl)-7-[(6-O-β-D-glucopyranosyl-β-D-glucopyranosyl)oxy]-5-hydroxy-;1423692-53-8;IC50;0.6 µM
O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21;3(2H)-Benzofuranone, 6-hydroxy-2-[(4-hydroxyphenyl)methylene]-, (2Z)-;5786-54-9;IC50;1.06 µM
O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21;3(2H)-Benzofuranone, 6-hydroxy-2-[(4-hydroxyphenyl)methylene]-, (2Z)-;5786-54-9;IC50;38.7 µM
O=C1/C(=C/c2ccc(O)cc2)Oc2cc(O)ccc21;3(2H)-Benzofuranone, 6-hydroxy-2-[(4-hydroxyphenyl)methylene]-, (2Z)-;5786-54-9;IC50;99.79 µM
O=C(O)/C=C/c1ccc(O)c(O)c1;2-Propenoic acid, 3-(3,4-dihydroxyphenyl)-, (2E)-;501-16-6;IC50;> 50 µM
O=C(O)/C=C/c1ccc(O)c(O)c1;2-Propenoic acid, 3-(3,4-dihydroxyphenyl)-, (2E)-;501-16-6;IC50;162.8 µM
C[C@@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@H](O)[C@H]1O;4H-1-Benzopyran-4-one, 3-[(6-deoxy-α-L-mannopyranosyl)oxy]-5,7-dihydroxy-2-(4-hydroxyphenyl)-;482-39-3;IC50;42.8 mg/L
C=C(C)[C@H](CC=C(C)C)Cc1c(O)cc(O)c2c1O[C@H](c1ccc(O)cc1O)CC2=O;4H-1-Benzopyran-4-one, 2-(2,4-dihydroxyphenyl)-2,3-dihydro-5,7-dihydroxy-8-[(2R)-5-methyl-2-(1-methylethenyl)-4-hexen-1-yl]-, (2S)-;97938-30-2;IC50;2.7 µM
COc1cc2ccc(=O)oc2cc1O;2H-1-Benzopyran-2-one, 7-hydroxy-6-methoxy-;92-61-5;IC50;> 50 µM
COc1cc2ccc(=O)oc2cc1O;2H-1-Benzopyran-2-one, 7-hydroxy-6-methoxy-;92-61-5;IC50;53.05 µM
COc1cc2ccc(=O)oc2cc1O;2H-1-Benzopyran-2-one, 7-hydroxy-6-methoxy-;92-61-5;IC50;> 200 µM
O=c1cc(-c2ccc(O)cc2)oc2c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)cc(O)c12;4H-1-Benzopyran-4-one, 8-β-D-glucopyranosyl-5,7-dihydroxy-2-(4-hydroxyphenyl)-;3681-93-4;IC50;15.71 µM
COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O;4H-1-Benzopyran-4-one, 7-hydroxy-3-(3-hydroxy-4-methoxyphenyl)-;20575-57-9;IC50;3.17 mg/L
CC1(C)C=Cc2c(O)ccc(C3=Cc4ccc(O)cc4OC3)c2O1;[3,8′-Bi-2H-1-benzopyran]-5′,7-diol, 2′,2′-dimethyl-;60008-03-9;IC50;8.5 µM
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)ccc1O;4H-1-Benzopyran-4-one, 3-(β-D-glucopyranosyloxy)-5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-;5041-82-7;IC50;> 100 µM
O=C(/C=C/c1ccc(O)c(O)c1)O[C@H](Cc1ccc(O)c(O)c1)C(=O)O;Benzenepropanoic acid, α-[[(2E)-3-(3,4-dihydroxyphenyl)-1-oxo-2-propen-1-yl]oxy]-3,4-dihydroxy-, (αR)-;20283-92-5;IC50;34.2 µM
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc2occ(-c3ccc(O)cc3O)c(=O)c12;4H-1-Benzopyran-4-one, 3-(2,4-dihydroxyphenyl)-7-(β-D-glucopyranosyloxy)-5-methoxy-;1423692-49-2;IC50;> 1 µM
COc1cc(C(=O)O)cc(OC)c1O;Benzoic acid, 4-hydroxy-3,5-dimethoxy-;530-57-4;IC50;> 100 mg/L
Oc1cc(O)cc(/C=C/c2ccccc2)c1;1,3-Benzenediol, 5-[(1E)-2-phenylethenyl]-;22139-77-1;IC50;10.6 µM
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1;4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(4-methoxyphenyl)-;480-44-4;IC50;6.2 µM
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1;4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(4-methoxyphenyl)-;480-44-4;IC50;27.7 µM
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1;4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(4-methoxyphenyl)-;480-44-4;IC50;53.7 µM
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12;Urs-12-en-28-oic acid, 3-hydroxy-, (3β)-;77-52-1;IC50;17 µM
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12;Urs-12-en-28-oic acid, 3-hydroxy-, (3β)-;77-52-1;IC50;17 µM
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12;Urs-12-en-28-oic acid, 3-hydroxy-, (3β)-;77-52-1;IC50;17.8 µM
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12;Urs-12-en-28-oic acid, 3-hydroxy-, (3β)-;77-52-1;IC50;> 20 µM
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12;Urs-12-en-28-oic acid, 3-hydroxy-, (3β)-;77-52-1;IC50;46.9 µM
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12;Urs-12-en-28-oic acid, 3-hydroxy-, (3β)-;77-52-1;IC50;58.5 µM
C[C@H]1[C@H](C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12;Urs-12-en-28-oic acid, 3-hydroxy-, (3β)-;77-52-1;IC50;Stimulation
CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2OC3=O;2H-9,4a-(Epoxymethano)phenanthren-12-one, 1,3,4,9,10,10a-hexahydro-5,6-dihydroxy-1,1-dimethyl-7-(1-methylethyl)-, (4aR,9S,10aS)-;5957-80-2;IC50;5 µM
CC(C)c1cc2c(c(O)c1O)[C@@]13CCCC(C)(C)[C@@H]1C[C@@H]2OC3=O;2H-9,4a-(Epoxymethano)phenanthren-12-one, 1,3,4,9,10,10a-hexahydro-5,6-dihydroxy-1,1-dimethyl-7-(1-methylethyl)-, (4aR,9S,10aS)-;5957-80-2;IC50;9.4 µM
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC;4H-1-Benzopyran-4-one, 2-(3,4-dimethoxyphenyl)-5,6,7,8-tetramethoxy-;478-01-3;IC50;26.5 µM
O=c1c(-c2ccc(O)cc2O)coc2cc(O)cc(O)c12;4H-1-Benzopyran-4-one, 3-(2,4-dihydroxyphenyl)-5,7-dihydroxy-;1156-78-1;IC50;> 1 µM
O=c1c(-c2ccc(O)cc2O)coc2cc(O)cc(O)c12;4H-1-Benzopyran-4-one, 3-(2,4-dihydroxyphenyl)-5,7-dihydroxy-;1156-78-1;IC50;> 30 µM
O=C(/C=C/c1ccc(O)cc1)OC[C@H]1O[C@@H](Oc2c(-c3ccc(O)cc3)oc3cc(O)cc(O)c3c2=O)[C@H](O)[C@@H](O)[C@@H]1O;4H-1-Benzopyran-4-one, 5,7-dihydroxy-2-(4-hydroxyphenyl)-3-[[6-O-[(2E)-3-(4-hydroxyphenyl)-1-oxo-2-propen-1-yl]-β-D-glucopyranosyl]oxy]-;20316-62-5;IC50;26.9 µM
COc1cc(O)cc2occ(-c3ccc(O)cc3O)c(=O)c12;4H-1-Benzopyran-4-one, 3-(2,4-dihydroxyphenyl)-7-hydroxy-5-methoxy-;101691-27-4;IC50;0.6 µM
O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12;4H-1-Benzopyran-4-one, 7-hydroxy-2-(4-hydroxyphenyl)-;2196-14-7;IC50;14 µM
O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12;4H-1-Benzopyran-4-one, 7-hydroxy-2-(4-hydroxyphenyl)-;2196-14-7;IC50;> 50 µM
COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)ccc1O;Phenol, 4,4′-[(1S,3aR,4S,6aR)-tetrahydro-1H,3H-furo[3,4-c]furan-1,4-diyl]bis[2-methoxy-;487-36-5;IC50;33.5 µM
COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)ccc1O;Phenol, 4,4′-[(1S,3aR,4S,6aR)-tetrahydro-1H,3H-furo[3,4-c]furan-1,4-diyl]bis[2-methoxy-;487-36-5;IC50;41.69 µM
COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc(O)c(OC)c2)ccc1O;Phenol, 4,4′-[(1S,3aR,4S,6aR)-tetrahydro-1H,3H-furo[3,4-c]furan-1,4-diyl]bis[2-methoxy-;487-36-5;IC50;45.1 µM
